Range(m),Elevation(degrees),Azimuth(degrees),Reflectivity,Time Stamp(s),Latitude,Longitude,Time Stamp(s)
8.194000000000000838e+00,1.000000000000000000e+00,4.981249999999999845e-01,1.300000000000000000e+01,1.334191792999999961e+03,3.410643433333333263e+01,-1.177120350000000002e+02,1.334273644000000104e+03
8.199999999999999289e+00,1.000000000000000000e+00,6.931249999999999911e-01,1.300000000000000000e+01,1.334191792999999961e+03,3.410643433333333263e+01,-1.177120350000000002e+02,1.334273644000000104e+03
8.204000000000000625e+00,1.000000000000000000e+00,1.983333333333333337e-01,1.100000000000000000e+01,1.334491719000000103e+03,3.410643433333333263e+01,-1.177120350000000002e+02,1.334593118999999888e+03
8.192000000000000171e+00,1.000000000000000000e+00,3.983333333333333171e-01,1.100000000000000000e+01,1.334491719000000103e+03,3.410643433333333263e+01,-1.177120350000000002e+02,1.334593118999999888e+03
8.214000000000000412e+00,1.000000000000000000e+00,9.833333333333332815e-02,1.300000000000000000e+01,1.334791645000000017e+03,3.410643433333333263e+01,-1.177120350000000002e+02,1.334870666999999912e+03
8.195999999999999730e+00,1.000000000000000000e+00,2.983333333333333393e-01,1.100000000000000000e+01,1.334791645000000017e+03,3.410643433333333263e+01,-1.177120350000000002e+02,1.334870666999999912e+03
8.211999999999999744e+00,1.000000000000000000e+00,1.683333333333333348e-01,1.300000000000000000e+01,1.337591836000000058e+03,3.410643433333333263e+01,-1.177120353333333327e+02,1.337671217000000070e+03
8.205999999999999517e+00,1.000000000000000000e+00,3.683333333333334014e-01,1.300000000000000000e+01,1.337591836000000058e+03,3.410643433333333263e+01,-1.177120353333333327e+02,1.337671217000000070e+03
8.201999999999999957e+00,1.000000000000000000e+00,5.085416666666666696e-01,1.300000000000000000e+01,1.337891761000000088e+03,3.410643433333333263e+01,-1.177120353333333327e+02,1.337969282000000021e+03
8.211999999999999744e+00,1.000000000000000000e+00,7.135416666666667407e-01,1.300000000000000000e+01,1.337891761000000088e+03,3.410643433333333263e+01,-1.177120353333333327e+02,1.337969282000000021e+03
8.201999999999999957e+00,1.000000000000000000e+00,4.779166666666666563e-01,1.300000000000000000e+01,1.338991931000000022e+03,3.410643416666666639e+01,-1.177120351666666664e+02,1.339066103000000112e+03
8.195999999999999730e+00,1.000000000000000000e+00,6.679166666666667140e-01,1.100000000000000000e+01,1.338991931000000022e+03,3.410643416666666639e+01,-1.177120351666666664e+02,1.339066103000000112e+03
8.208000000000000185e+00,1.000000000000000000e+00,3.183333333333333570e-01,1.300000000000000000e+01,1.339291856999999936e+03,3.410643400000000014e+01,-1.177120353333333327e+02,1.339364305000000058e+03
8.214000000000000412e+00,1.000000000000000000e+00,5.183333333333333126e-01,1.300000000000000000e+01,1.339291856999999936e+03,3.410643400000000014e+01,-1.177120353333333327e+02,1.339364305000000058e+03
8.189999999999999503e+00,1.000000000000000000e+00,3.485416666666666941e-01,1.300000000000000000e+01,1.341291803000000073e+03,3.410643366666666765e+01,-1.177120358333333314e+02,1.341366944000000103e+03
8.201999999999999957e+00,1.000000000000000000e+00,5.535416666666667096e-01,1.300000000000000000e+01,1.341291803000000073e+03,3.410643366666666765e+01,-1.177120358333333314e+02,1.341366944000000103e+03
8.210000000000000853e+00,1.000000000000000000e+00,3.385416666666666852e-01,1.300000000000000000e+01,1.342991825000000063e+03,3.410643333333333516e+01,-1.177120359999999977e+02,1.343070801000000074e+03
8.194000000000000838e+00,1.000000000000000000e+00,5.435416666666667007e-01,1.300000000000000000e+01,1.342991825000000063e+03,3.410643333333333516e+01,-1.177120359999999977e+02,1.343070801000000074e+03
8.211999999999999744e+00,1.000000000000000000e+00,1.883333333333333248e-01,1.100000000000000000e+01,1.343291750000000093e+03,3.410643333333333516e+01,-1.177120359999999977e+02,1.343380045999999993e+03
8.208000000000000185e+00,1.000000000000000000e+00,3.883333333333333082e-01,1.100000000000000000e+01,1.343291750000000093e+03,3.410643333333333516e+01,-1.177120359999999977e+02,1.343380045999999993e+03
8.208000000000000185e+00,1.000000000000000000e+00,4.283333333333333437e-01,1.100000000000000000e+01,1.344691845999999941e+03,3.410643333333333516e+01,-1.177120356666666652e+02,1.344774204999999938e+03
8.199999999999999289e+00,1.000000000000000000e+00,6.283333333333332993e-01,1.100000000000000000e+01,1.344691845999999941e+03,3.410643333333333516e+01,-1.177120356666666652e+02,1.344774204999999938e+03
8.195999999999999730e+00,1.000000000000000000e+00,1.883333333333333248e-01,1.100000000000000000e+01,1.346991717000000108e+03,3.410643300000000266e+01,-1.177120348333333339e+02,1.347075100999999904e+03
8.195999999999999730e+00,1.000000000000000000e+00,3.883333333333333082e-01,1.100000000000000000e+01,1.346991717000000108e+03,3.410643300000000266e+01,-1.177120348333333339e+02,1.347075100999999904e+03
8.195999999999999730e+00,1.000000000000000000e+00,3.681249999999999800e-01,1.100000000000000000e+01,1.348091887000000042e+03,3.410643199999999808e+01,-1.177120321666666598e+02,1.348173626999999897e+03
8.195999999999999730e+00,1.000000000000000000e+00,5.631249999999999867e-01,1.300000000000000000e+01,1.348091887000000042e+03,3.410643199999999808e+01,-1.177120321666666598e+02,1.348173626999999897e+03
8.194000000000000838e+00,1.000000000000000000e+00,8.333333333333333218e-03,1.300000000000000000e+01,1.349491982000000007e+03,3.410643183333333184e+01,-1.177120319999999936e+02,1.349588467000000037e+03
8.194000000000000838e+00,1.000000000000000000e+00,2.083333333333333703e-01,1.300000000000000000e+01,1.349491982000000007e+03,3.410643183333333184e+01,-1.177120319999999936e+02,1.349588467000000037e+03
8.198000000000000398e+00,1.000000000000000000e+00,6.791666666666666685e-02,1.300000000000000000e+01,1.349791907999999921e+03,3.410643183333333184e+01,-1.177120319999999936e+02,1.349870404000000008e+03
8.199999999999999289e+00,1.000000000000000000e+00,2.579166666666666829e-01,1.100000000000000000e+01,1.349791907999999921e+03,3.410643183333333184e+01,-1.177120319999999936e+02,1.349870404000000008e+03
8.205999999999999517e+00,1.000000000000000000e+00,2.087500000000000189e-01,1.300000000000000000e+01,1.350391759000000093e+03,3.410643116666666685e+01,-1.177120308333333298e+02,1.350472289999999930e+03
8.201999999999999957e+00,1.000000000000000000e+00,4.187500000000000111e-01,1.300000000000000000e+01,1.350391759000000093e+03,3.410643116666666685e+01,-1.177120308333333298e+02,1.350472289999999930e+03
8.204000000000000625e+00,1.000000000000000000e+00,4.881249999999999756e-01,1.300000000000000000e+01,1.350691685000000007e+03,3.410643116666666685e+01,-1.177120308333333298e+02,1.350770463999999947e+03
8.205999999999999517e+00,1.000000000000000000e+00,6.831249999999999822e-01,1.300000000000000000e+01,1.350691685000000007e+03,3.410643116666666685e+01,-1.177120308333333298e+02,1.350770463999999947e+03
8.204000000000000625e+00,1.000000000000000000e+00,3.883333333333333637e-01,1.300000000000000000e+01,1.351491929000000027e+03,3.410643033333333562e+01,-1.177120291666666674e+02,1.351601208999999926e+03
8.188000000000000611e+00,1.000000000000000000e+00,5.883333333333333748e-01,1.100000000000000000e+01,1.351491929000000027e+03,3.410643033333333562e+01,-1.177120291666666674e+02,1.351601208999999926e+03
8.205999999999999517e+00,1.000000000000000000e+00,1.983333333333333337e-01,1.300000000000000000e+01,1.352991557000000057e+03,3.410642966666666354e+01,-1.177120276666666712e+02,1.353071022000000085e+03
8.204000000000000625e+00,1.000000000000000000e+00,3.983333333333333171e-01,1.100000000000000000e+01,1.352991557000000057e+03,3.410642966666666354e+01,-1.177120276666666712e+02,1.353071022000000085e+03
8.194000000000000838e+00,1.000000000000000000e+00,8.749999999999999098e-03,1.300000000000000000e+01,1.353491876000000047e+03,3.410642916666666480e+01,-1.177120261666666607e+02,1.353586475000000064e+03
8.210000000000000853e+00,1.000000000000000000e+00,2.187500000000000000e-01,1.300000000000000000e+01,1.353491876000000047e+03,3.410642916666666480e+01,-1.177120261666666607e+02,1.353586475000000064e+03
8.199999999999999289e+00,1.000000000000000000e+00,1.683333333333333348e-01,1.100000000000000000e+01,1.353791801000000078e+03,3.410642916666666480e+01,-1.177120261666666607e+02,1.353862317999999959e+03
8.201999999999999957e+00,1.000000000000000000e+00,3.683333333333334014e-01,1.300000000000000000e+01,1.353791801000000078e+03,3.410642916666666480e+01,-1.177120261666666607e+02,1.353862317999999959e+03
8.220000000000000639e+00,1.000000000000000000e+00,5.079166666666666829e-01,1.300000000000000000e+01,1.355692215000000033e+03,3.410642899999999855e+01,-1.177120258333333283e+02,1.355765967999999930e+03
8.198000000000000398e+00,1.000000000000000000e+00,6.979166666666667407e-01,1.100000000000000000e+01,1.355692215000000033e+03,3.410642899999999855e+01,-1.177120258333333283e+02,1.355765967999999930e+03
8.201999999999999957e+00,1.000000000000000000e+00,8.833333333333333315e-02,1.300000000000000000e+01,1.357791694999999891e+03,3.410642916666666480e+01,-1.177120251666666633e+02,1.357863916999999901e+03
8.205999999999999517e+00,1.000000000000000000e+00,2.883333333333333304e-01,1.300000000000000000e+01,1.357791694999999891e+03,3.410642916666666480e+01,-1.177120251666666633e+02,1.357863916999999901e+03
8.214000000000000412e+00,1.000000000000000000e+00,4.283333333333333437e-01,1.300000000000000000e+01,1.358891865000000053e+03,3.410642899999999855e+01,-1.177120241666666658e+02,1.358971138000000110e+03
8.205999999999999517e+00,1.000000000000000000e+00,6.283333333333332993e-01,1.100000000000000000e+01,1.358891865000000053e+03,3.410642899999999855e+01,-1.177120241666666658e+02,1.358971138000000110e+03
8.198000000000000398e+00,1.000000000000000000e+00,1.583333333333333259e-01,1.100000000000000000e+01,1.360891810999999961e+03,3.410642899999999855e+01,-1.177120235000000008e+02,1.360962762000000112e+03
8.198000000000000398e+00,1.000000000000000000e+00,3.583333333333333925e-01,1.100000000000000000e+01,1.360891810999999961e+03,3.410642899999999855e+01,-1.177120235000000008e+02,1.360962762000000112e+03
8.199999999999999289e+00,1.000000000000000000e+00,1.083333333333333370e-01,1.300000000000000000e+01,1.363991927000000032e+03,3.410642983333333689e+01,-1.177120248333333308e+02,1.364072511000000077e+03
8.204000000000000625e+00,1.000000000000000000e+00,3.083333333333333481e-01,1.300000000000000000e+01,1.363991927000000032e+03,3.410642983333333689e+01,-1.177120248333333308e+02,1.364072511000000077e+03
8.198000000000000398e+00,1.000000000000000000e+00,3.885416666666666741e-01,1.100000000000000000e+01,1.364291852999999946e+03,3.410642966666666354e+01,-1.177120248333333308e+02,1.364372955999999931e+03
8.198000000000000398e+00,1.000000000000000000e+00,5.935416666666666341e-01,1.100000000000000000e+01,1.364291852999999946e+03,3.410642966666666354e+01,-1.177120248333333308e+02,1.364372955999999931e+03
8.194000000000000838e+00,1.000000000000000000e+00,1.383333333333333359e-01,1.100000000000000000e+01,1.364891703999999891e+03,3.410642966666666354e+01,-1.177120248333333308e+02,1.364967128000000002e+03
8.199999999999999289e+00,1.000000000000000000e+00,3.383333333333333748e-01,1.300000000000000000e+01,1.364891703999999891e+03,3.410642966666666354e+01,-1.177120248333333308e+02,1.364967128000000002e+03
8.198000000000000398e+00,1.000000000000000000e+00,3.083333333333333481e-01,1.300000000000000000e+01,1.365691947999999911e+03,3.410642983333333689e+01,-1.177120251666666633e+02,1.365765832000000046e+03
8.199999999999999289e+00,1.000000000000000000e+00,5.083333333333333037e-01,1.300000000000000000e+01,1.365691947999999911e+03,3.410642983333333689e+01,-1.177120251666666633e+02,1.365765832000000046e+03
8.199999999999999289e+00,1.000000000000000000e+00,3.783333333333333548e-01,1.300000000000000000e+01,1.366291799000000083e+03,3.410642933333333104e+01,-1.177120244999999983e+02,1.366369022999999970e+03
8.214000000000000412e+00,1.000000000000000000e+00,5.783333333333333659e-01,1.100000000000000000e+01,1.366291799000000083e+03,3.410642933333333104e+01,-1.177120244999999983e+02,1.366369022999999970e+03
8.199999999999999289e+00,1.000000000000000000e+00,8.833333333333333315e-02,1.300000000000000000e+01,1.366591724999999997e+03,3.410642933333333104e+01,-1.177120244999999983e+02,1.366666077000000087e+03
8.208000000000000185e+00,1.000000000000000000e+00,2.883333333333333304e-01,1.300000000000000000e+01,1.366591724999999997e+03,3.410642933333333104e+01,-1.177120244999999983e+02,1.366666077000000087e+03
8.192000000000000171e+00,1.000000000000000000e+00,4.381249999999999867e-01,1.300000000000000000e+01,1.366891650999999911e+03,3.410642933333333104e+01,-1.177120244999999983e+02,1.366969121000000086e+03
8.201999999999999957e+00,1.000000000000000000e+00,6.331249999999999378e-01,1.100000000000000000e+01,1.366891650999999911e+03,3.410642933333333104e+01,-1.177120244999999983e+02,1.366969121000000086e+03
8.194000000000000838e+00,1.000000000000000000e+00,1.581249999999999878e-01,1.100000000000000000e+01,1.368291746000000103e+03,3.410642866666666606e+01,-1.177120220000000046e+02,1.368365733999999975e+03
8.194000000000000838e+00,1.000000000000000000e+00,3.531250000000000222e-01,1.100000000000000000e+01,1.368291746000000103e+03,3.410642866666666606e+01,-1.177120220000000046e+02,1.368365733999999975e+03
8.192000000000000171e+00,1.000000000000000000e+00,2.083333333333333426e-01,1.100000000000000000e+01,1.369691841000000068e+03,3.410642766666666859e+01,-1.177120201666666617e+02,1.369770606999999927e+03
8.198000000000000398e+00,1.000000000000000000e+00,4.083333333333333259e-01,1.300000000000000000e+01,1.369691841000000068e+03,3.410642766666666859e+01,-1.177120201666666617e+02,1.369770606999999927e+03
8.214000000000000412e+00,1.000000000000000000e+00,1.283333333333333270e-01,1.300000000000000000e+01,1.369991766999999982e+03,3.410642766666666859e+01,-1.177120201666666617e+02,1.370068201000000045e+03
8.192000000000000171e+00,1.000000000000000000e+00,3.283333333333333659e-01,1.300000000000000000e+01,1.369991766999999982e+03,3.410642766666666859e+01,-1.177120201666666617e+02,1.370068201000000045e+03
8.211999999999999744e+00,1.000000000000000000e+00,3.881249999999999978e-01,1.300000000000000000e+01,1.373091883000000053e+03,3.410642633333333151e+01,-1.177120173333333355e+02,1.373167985999999928e+03
8.198000000000000398e+00,1.000000000000000000e+00,5.831250000000000044e-01,1.100000000000000000e+01,1.373091883000000053e+03,3.410642633333333151e+01,-1.177120173333333355e+02,1.373167985999999928e+03
8.208000000000000185e+00,1.000000000000000000e+00,1.083333333333333370e-01,1.300000000000000000e+01,1.373391808999999967e+03,3.410642633333333151e+01,-1.177120173333333355e+02,1.373465711999999940e+03
8.205999999999999517e+00,1.000000000000000000e+00,3.083333333333333481e-01,1.300000000000000000e+01,1.373391808999999967e+03,3.410642633333333151e+01,-1.177120173333333355e+02,1.373465711999999940e+03
8.199999999999999289e+00,1.000000000000000000e+00,2.383333333333333415e-01,1.300000000000000000e+01,1.373691733999999997e+03,3.410642633333333151e+01,-1.177120173333333355e+02,1.373764169999999922e+03
8.205999999999999517e+00,1.000000000000000000e+00,4.383333333333333526e-01,1.100000000000000000e+01,1.373691733999999997e+03,3.410642633333333151e+01,-1.177120173333333355e+02,1.373764169999999922e+03
8.195999999999999730e+00,1.000000000000000000e+00,3.183333333333333570e-01,1.300000000000000000e+01,1.375391755000000103e+03,3.410642616666666527e+01,-1.177120163333333380e+02,1.375467971000000034e+03
8.199999999999999289e+00,1.000000000000000000e+00,5.183333333333333126e-01,1.300000000000000000e+01,1.375391755000000103e+03,3.410642616666666527e+01,-1.177120163333333380e+02,1.375467971000000034e+03
8.199999999999999289e+00,1.000000000000000000e+00,2.583333333333333592e-01,1.300000000000000000e+01,1.377091775999999982e+03,3.410642500000000155e+01,-1.177120136666666639e+02,1.377171851000000061e+03
8.194000000000000838e+00,1.000000000000000000e+00,4.583333333333333703e-01,1.300000000000000000e+01,1.377091775999999982e+03,3.410642500000000155e+01,-1.177120136666666639e+02,1.377171851000000061e+03
8.215999999999999304e+00,1.000000000000000000e+00,1.083333333333333370e-01,1.300000000000000000e+01,1.377391701999999896e+03,3.410642500000000155e+01,-1.177120136666666639e+02,1.377473973999999998e+03
8.204000000000000625e+00,1.000000000000000000e+00,3.083333333333333481e-01,1.300000000000000000e+01,1.377391701999999896e+03,3.410642500000000155e+01,-1.177120136666666639e+02,1.377473973999999998e+03
8.211999999999999744e+00,1.000000000000000000e+00,3.881249999999999978e-01,1.300000000000000000e+01,1.378791795999999977e+03,3.410642483333333530e+01,-1.177120133333333314e+02,1.378877341999999999e+03
8.198000000000000398e+00,1.000000000000000000e+00,5.831250000000000044e-01,1.300000000000000000e+01,1.378791795999999977e+03,3.410642483333333530e+01,-1.177120133333333314e+02,1.378877341999999999e+03
8.208000000000000185e+00,1.000000000000000000e+00,4.283333333333333437e-01,1.300000000000000000e+01,1.379091721999999891e+03,3.410642483333333530e+01,-1.177120128333333327e+02,1.379173017000000073e+03
8.205999999999999517e+00,1.000000000000000000e+00,6.283333333333332993e-01,1.300000000000000000e+01,1.379091721999999891e+03,3.410642483333333530e+01,-1.177120128333333327e+02,1.379173017000000073e+03
8.208000000000000185e+00,1.000000000000000000e+00,4.683333333333333792e-01,1.300000000000000000e+01,1.380191892000000053e+03,3.410642450000000281e+01,-1.177120118333333352e+02,1.380260489000000007e+03
8.205999999999999517e+00,1.000000000000000000e+00,6.683333333333333348e-01,1.100000000000000000e+01,1.380191892000000053e+03,3.410642450000000281e+01,-1.177120118333333352e+02,1.380260489000000007e+03
8.199999999999999289e+00,1.000000000000000000e+00,4.585416666666666807e-01,1.300000000000000000e+01,1.380791742999999997e+03,3.410642450000000281e+01,-1.177120118333333352e+02,1.380867942000000085e+03
8.205999999999999517e+00,1.000000000000000000e+00,6.635416666666666963e-01,1.300000000000000000e+01,1.380791742999999997e+03,3.410642450000000281e+01,-1.177120118333333352e+02,1.380867942000000085e+03
8.195999999999999730e+00,1.000000000000000000e+00,3.854166666666666852e-02,1.300000000000000000e+01,1.381091668000000027e+03,3.410642383333333072e+01,-1.177120101666666727e+02,1.381168740000000071e+03
8.194000000000000838e+00,1.000000000000000000e+00,2.435416666666666841e-01,1.300000000000000000e+01,1.381091668000000027e+03,3.410642383333333072e+01,-1.177120101666666727e+02,1.381168740000000071e+03
8.204000000000000625e+00,1.000000000000000000e+00,4.883333333333333415e-01,1.300000000000000000e+01,1.382791688999999906e+03,3.410642366666666447e+01,-1.177120096666666598e+02,1.382867533000000094e+03
8.194000000000000838e+00,1.000000000000000000e+00,6.883333333333333526e-01,1.100000000000000000e+01,1.382791688999999906e+03,3.410642366666666447e+01,-1.177120096666666598e+02,1.382867533000000094e+03
8.192000000000000171e+00,1.000000000000000000e+00,6.833333333333332926e-02,1.300000000000000000e+01,1.386791582999999946e+03,3.410642099999999743e+01,-1.177120034999999945e+02,1.386863716000000068e+03
8.201999999999999957e+00,1.000000000000000000e+00,2.683333333333333681e-01,1.300000000000000000e+01,1.386791582999999946e+03,3.410642099999999743e+01,-1.177120034999999945e+02,1.386863716000000068e+03
8.199999999999999289e+00,1.000000000000000000e+00,2.083333333333333426e-01,1.300000000000000000e+01,1.387591826999999967e+03,3.410642099999999743e+01,-1.177120029999999957e+02,1.387666283999999905e+03
8.208000000000000185e+00,1.000000000000000000e+00,4.083333333333333259e-01,1.300000000000000000e+01,1.387591826999999967e+03,3.410642099999999743e+01,-1.177120029999999957e+02,1.387666283999999905e+03
8.208000000000000185e+00,1.000000000000000000e+00,1.183333333333333320e-01,1.300000000000000000e+01,1.389891699000000017e+03,3.410642049999999870e+01,-1.177120001666666695e+02,1.389962577000000010e+03
8.188000000000000611e+00,1.000000000000000000e+00,3.183333333333333570e-01,1.300000000000000000e+01,1.389891699000000017e+03,3.410642049999999870e+01,-1.177120001666666695e+02,1.389962577000000010e+03
8.211999999999999744e+00,1.000000000000000000e+00,3.283333333333333659e-01,1.300000000000000000e+01,1.391591719999999896e+03,3.410641916666666873e+01,-1.177119971666666629e+02,1.391666576999999961e+03
